dum VarMeans 0.32578121649139 31.9298351428397
ncu fracvars_pid -11.6458377907641 -0.00114905139429
ncu shwfit_uv_kurt -0.00114905139429 -0.00015428485347
ncu _LINEAR_ 5.80191843053963 0.00868455004743
ncu _CONST_ -3.99058159702864 -3.99058159702864
nue fracvars_pid -7.86196867434706 0.01399333452879
nue shwfit_uv_kurt 0.01399333452879 -0.00028233438378
nue _LINEAR_ 8.74342232699296 0.01287172677103
nue _CONST_ -6.31745241029121 -6.31745241029121
